language,set_name,range_ordinal,range_start,range_end
swift,aux_sym_simple_identifier_token1_character_set_1,560,70272,70278
swift,aux_sym_simple_identifier_token1_character_set_1,561,70280,70280
swift,aux_sym_simple_identifier_token1_character_set_1,562,70282,70285
swift,aux_sym_simple_identifier_token1_character_set_1,563,70287,70301
swift,aux_sym_simple_identifier_token1_character_set_1,564,70303,70312
swift,aux_sym_simple_identifier_token1_character_set_1,565,70320,70366
swift,aux_sym_simple_identifier_token1_character_set_1,566,70405,70412
swift,aux_sym_simple_identifier_token1_character_set_1,567,70415,70416
swift,aux_sym_simple_identifier_token1_character_set_1,568,70419,70440
swift,aux_sym_simple_identifier_token1_character_set_1,569,70442,70448
swift,aux_sym_simple_identifier_token1_character_set_1,570,70450,70451
swift,aux_sym_simple_identifier_token1_character_set_1,571,70453,70457
swift,aux_sym_simple_identifier_token1_character_set_1,572,70461,70461
swift,aux_sym_simple_identifier_token1_character_set_1,573,70480,70480
swift,aux_sym_simple_identifier_token1_character_set_1,574,70493,70497
swift,aux_sym_simple_identifier_token1_character_set_1,575,70656,70708
swift,aux_sym_simple_identifier_token1_character_set_1,576,70727,70730
swift,aux_sym_simple_identifier_token1_character_set_1,577,70751,70753
swift,aux_sym_simple_identifier_token1_character_set_1,578,70784,70831
swift,aux_sym_simple_identifier_token1_character_set_1,579,70852,70853
swift,aux_sym_simple_identifier_token1_character_set_1,580,70855,70855
swift,aux_sym_simple_identifier_token1_character_set_1,581,71040,71086
swift,aux_sym_simple_identifier_token1_character_set_1,582,71128,71131
swift,aux_sym_simple_identifier_token1_character_set_1,583,71168,71215
swift,aux_sym_simple_identifier_token1_character_set_1,584,71236,71236
swift,aux_sym_simple_identifier_token1_character_set_1,585,71296,71338
swift,aux_sym_simple_identifier_token1_character_set_1,586,71352,71352
swift,aux_sym_simple_identifier_token1_character_set_1,587,71424,71450
swift,aux_sym_simple_identifier_token1_character_set_1,588,71488,71494
swift,aux_sym_simple_identifier_token1_character_set_1,589,71680,71723
swift,aux_sym_simple_identifier_token1_character_set_1,590,71840,71903
swift,aux_sym_simple_identifier_token1_character_set_1,591,71935,71942
swift,aux_sym_simple_identifier_token1_character_set_1,592,71945,71945
swift,aux_sym_simple_identifier_token1_character_set_1,593,71948,71955
swift,aux_sym_simple_identifier_token1_character_set_1,594,71957,71958
swift,aux_sym_simple_identifier_token1_character_set_1,595,71960,71983
swift,aux_sym_simple_identifier_token1_character_set_1,596,71999,71999
swift,aux_sym_simple_identifier_token1_character_set_1,597,72001,72001
swift,aux_sym_simple_identifier_token1_character_set_1,598,72096,72103
swift,aux_sym_simple_identifier_token1_character_set_1,599,72106,72144
swift,aux_sym_simple_identifier_token1_character_set_1,600,72161,72161
swift,aux_sym_simple_identifier_token1_character_set_1,601,72163,72163
swift,aux_sym_simple_identifier_token1_character_set_1,602,72192,72192
swift,aux_sym_simple_identifier_token1_character_set_1,603,72203,72242
swift,aux_sym_simple_identifier_token1_character_set_1,604,72250,72250
swift,aux_sym_simple_identifier_token1_character_set_1,605,72272,72272
swift,aux_sym_simple_identifier_token1_character_set_1,606,72284,72329
swift,aux_sym_simple_identifier_token1_character_set_1,607,72349,72349
swift,aux_sym_simple_identifier_token1_character_set_1,608,72368,72440
swift,aux_sym_simple_identifier_token1_character_set_1,609,72704,72712
swift,aux_sym_simple_identifier_token1_character_set_1,610,72714,72750
swift,aux_sym_simple_identifier_token1_character_set_1,611,72768,72768
swift,aux_sym_simple_identifier_token1_character_set_1,612,72818,72847
swift,aux_sym_simple_identifier_token1_character_set_1,613,72960,72966
swift,aux_sym_simple_identifier_token1_character_set_1,614,72968,72969
swift,aux_sym_simple_identifier_token1_character_set_1,615,72971,73008
swift,aux_sym_simple_identifier_token1_character_set_1,616,73030,73030
swift,aux_sym_simple_identifier_token1_character_set_1,617,73056,73061
swift,aux_sym_simple_identifier_token1_character_set_1,618,73063,73064
swift,aux_sym_simple_identifier_token1_character_set_1,619,73066,73097
swift,aux_sym_simple_identifier_token1_character_set_1,620,73112,73112
swift,aux_sym_simple_identifier_token1_character_set_1,621,73440,73458
swift,aux_sym_simple_identifier_token1_character_set_1,622,73474,73474
swift,aux_sym_simple_identifier_token1_character_set_1,623,73476,73488
swift,aux_sym_simple_identifier_token1_character_set_1,624,73490,73523
swift,aux_sym_simple_identifier_token1_character_set_1,625,73648,73648
swift,aux_sym_simple_identifier_token1_character_set_1,626,73728,74649
swift,aux_sym_simple_identifier_token1_character_set_1,627,74752,74862
swift,aux_sym_simple_identifier_token1_character_set_1,628,74880,75075
swift,aux_sym_simple_identifier_token1_character_set_1,629,77712,77808
swift,aux_sym_simple_identifier_token1_character_set_1,630,77824,78895
swift,aux_sym_simple_identifier_token1_character_set_1,631,78913,78918
swift,aux_sym_simple_identifier_token1_character_set_1,632,82944,83526
swift,aux_sym_simple_identifier_token1_character_set_1,633,92160,92728
swift,aux_sym_simple_identifier_token1_character_set_1,634,92736,92766
swift,aux_sym_simple_identifier_token1_character_set_1,635,92784,92862
swift,aux_sym_simple_identifier_token1_character_set_1,636,92880,92909
swift,aux_sym_simple_identifier_token1_character_set_1,637,92928,92975
swift,aux_sym_simple_identifier_token1_character_set_1,638,92992,92995
swift,aux_sym_simple_identifier_token1_character_set_1,639,93027,93047
swift,aux_sym_simple_identifier_token1_character_set_1,640,93053,93071
swift,aux_sym_simple_identifier_token1_character_set_1,641,93760,93823
swift,aux_sym_simple_identifier_token1_character_set_1,642,93952,94026
swift,aux_sym_simple_identifier_token1_character_set_1,643,94032,94032
swift,aux_sym_simple_identifier_token1_character_set_1,644,94099,94111
swift,aux_sym_simple_identifier_token1_character_set_1,645,94176,94177
swift,aux_sym_simple_identifier_token1_character_set_1,646,94179,94179
swift,aux_sym_simple_identifier_token1_character_set_1,647,94208,100343
swift,aux_sym_simple_identifier_token1_character_set_1,648,100352,101589
swift,aux_sym_simple_identifier_token1_character_set_1,649,101632,101640
swift,aux_sym_simple_identifier_token1_character_set_1,650,110576,110579
swift,aux_sym_simple_identifier_token1_character_set_1,651,110581,110587
swift,aux_sym_simple_identifier_token1_character_set_1,652,110589,110590
swift,aux_sym_simple_identifier_token1_character_set_1,653,110592,110882
swift,aux_sym_simple_identifier_token1_character_set_1,654,110898,110898
swift,aux_sym_simple_identifier_token1_character_set_1,655,110928,110930
swift,aux_sym_simple_identifier_token1_character_set_1,656,110933,110933
swift,aux_sym_simple_identifier_token1_character_set_1,657,110948,110951
swift,aux_sym_simple_identifier_token1_character_set_1,658,110960,111355
swift,aux_sym_simple_identifier_token1_character_set_1,659,113664,113770
swift,aux_sym_simple_identifier_token1_character_set_1,660,113776,113788
swift,aux_sym_simple_identifier_token1_character_set_1,661,113792,113800
swift,aux_sym_simple_identifier_token1_character_set_1,662,113808,113817
swift,aux_sym_simple_identifier_token1_character_set_1,663,119808,119892
swift,aux_sym_simple_identifier_token1_character_set_1,664,119894,119964
swift,aux_sym_simple_identifier_token1_character_set_1,665,119966,119967
swift,aux_sym_simple_identifier_token1_character_set_1,666,119970,119970
swift,aux_sym_simple_identifier_token1_character_set_1,667,119973,119974
swift,aux_sym_simple_identifier_token1_character_set_1,668,119977,119980
swift,aux_sym_simple_identifier_token1_character_set_1,669,119982,119993
swift,aux_sym_simple_identifier_token1_character_set_1,670,119995,119995
swift,aux_sym_simple_identifier_token1_character_set_1,671,119997,120003
swift,aux_sym_simple_identifier_token1_character_set_1,672,120005,120069
swift,aux_sym_simple_identifier_token1_character_set_1,673,120071,120074
swift,aux_sym_simple_identifier_token1_character_set_1,674,120077,120084
swift,aux_sym_simple_identifier_token1_character_set_1,675,120086,120092
swift,aux_sym_simple_identifier_token1_character_set_1,676,120094,120121
swift,aux_sym_simple_identifier_token1_character_set_1,677,120123,120126
swift,aux_sym_simple_identifier_token1_character_set_1,678,120128,120132
swift,aux_sym_simple_identifier_token1_character_set_1,679,120134,120134
swift,aux_sym_simple_identifier_token1_character_set_1,680,120138,120144
swift,aux_sym_simple_identifier_token1_character_set_1,681,120146,120485
swift,aux_sym_simple_identifier_token1_character_set_1,682,120488,120512
swift,aux_sym_simple_identifier_token1_character_set_1,683,120514,120538
swift,aux_sym_simple_identifier_token1_character_set_1,684,120540,120570
swift,aux_sym_simple_identifier_token1_character_set_1,685,120572,120596
swift,aux_sym_simple_identifier_token1_character_set_1,686,120598,120628
swift,aux_sym_simple_identifier_token1_character_set_1,687,120630,120654
swift,aux_sym_simple_identifier_token1_character_set_1,688,120656,120686
swift,aux_sym_simple_identifier_token1_character_set_1,689,120688,120712
swift,aux_sym_simple_identifier_token1_character_set_1,690,120714,120744
swift,aux_sym_simple_identifier_token1_character_set_1,691,120746,120770
swift,aux_sym_simple_identifier_token1_character_set_1,692,120772,120779
swift,aux_sym_simple_identifier_token1_character_set_1,693,122624,122654
swift,aux_sym_simple_identifier_token1_character_set_1,694,122661,122666
swift,aux_sym_simple_identifier_token1_character_set_1,695,122928,122989
swift,aux_sym_simple_identifier_token1_character_set_1,696,123136,123180
swift,aux_sym_simple_identifier_token1_character_set_1,697,123191,123197
swift,aux_sym_simple_identifier_token1_character_set_1,698,123214,123214
swift,aux_sym_simple_identifier_token1_character_set_1,699,123536,123565
swift,aux_sym_simple_identifier_token1_character_set_1,700,123584,123627
swift,aux_sym_simple_identifier_token1_character_set_1,701,124112,124139
swift,aux_sym_simple_identifier_token1_character_set_1,702,124896,124902
swift,aux_sym_simple_identifier_token1_character_set_1,703,124904,124907
swift,aux_sym_simple_identifier_token1_character_set_1,704,124909,124910
swift,aux_sym_simple_identifier_token1_character_set_1,705,124912,124926
swift,aux_sym_simple_identifier_token1_character_set_1,706,124928,125124
swift,aux_sym_simple_identifier_token1_character_set_1,707,125184,125251
swift,aux_sym_simple_identifier_token1_character_set_1,708,125259,125259
swift,aux_sym_simple_identifier_token1_character_set_1,709,126464,126467
swift,aux_sym_simple_identifier_token1_character_set_1,710,126469,126495
swift,aux_sym_simple_identifier_token1_character_set_1,711,126497,126498
swift,aux_sym_simple_identifier_token1_character_set_1,712,126500,126500
swift,aux_sym_simple_identifier_token1_character_set_1,713,126503,126503
swift,aux_sym_simple_identifier_token1_character_set_1,714,126505,126514
swift,aux_sym_simple_identifier_token1_character_set_1,715,126516,126519
swift,aux_sym_simple_identifier_token1_character_set_1,716,126521,126521
swift,aux_sym_simple_identifier_token1_character_set_1,717,126523,126523
swift,aux_sym_simple_identifier_token1_character_set_1,718,126530,126530
swift,aux_sym_simple_identifier_token1_character_set_1,719,126535,126535
swift,aux_sym_simple_identifier_token1_character_set_1,720,126537,126537
swift,aux_sym_simple_identifier_token1_character_set_1,721,126539,126539
swift,aux_sym_simple_identifier_token1_character_set_1,722,126541,126543
swift,aux_sym_simple_identifier_token1_character_set_1,723,126545,126546
swift,aux_sym_simple_identifier_token1_character_set_1,724,126548,126548
swift,aux_sym_simple_identifier_token1_character_set_1,725,126551,126551
swift,aux_sym_simple_identifier_token1_character_set_1,726,126553,126553
swift,aux_sym_simple_identifier_token1_character_set_1,727,126555,126555
swift,aux_sym_simple_identifier_token1_character_set_1,728,126557,126557
swift,aux_sym_simple_identifier_token1_character_set_1,729,126559,126559
swift,aux_sym_simple_identifier_token1_character_set_1,730,126561,126562
swift,aux_sym_simple_identifier_token1_character_set_1,731,126564,126564
swift,aux_sym_simple_identifier_token1_character_set_1,732,126567,126570
swift,aux_sym_simple_identifier_token1_character_set_1,733,126572,126578
swift,aux_sym_simple_identifier_token1_character_set_1,734,126580,126583
swift,aux_sym_simple_identifier_token1_character_set_1,735,126585,126588
swift,aux_sym_simple_identifier_token1_character_set_1,736,126590,126590
swift,aux_sym_simple_identifier_token1_character_set_1,737,126592,126601
swift,aux_sym_simple_identifier_token1_character_set_1,738,126603,126619
swift,aux_sym_simple_identifier_token1_character_set_1,739,126625,126627
swift,aux_sym_simple_identifier_token1_character_set_1,740,126629,126633
swift,aux_sym_simple_identifier_token1_character_set_1,741,126635,126651
swift,aux_sym_simple_identifier_token1_character_set_1,742,126980,126980
swift,aux_sym_simple_identifier_token1_character_set_1,743,127183,127183
swift,aux_sym_simple_identifier_token1_character_set_1,744,127344,127345
swift,aux_sym_simple_identifier_token1_character_set_1,745,127358,127359
swift,aux_sym_simple_identifier_token1_character_set_1,746,127374,127374
swift,aux_sym_simple_identifier_token1_character_set_1,747,127377,127386
swift,aux_sym_simple_identifier_token1_character_set_1,748,127462,127487
swift,aux_sym_simple_identifier_token1_character_set_1,749,127489,127490
swift,aux_sym_simple_identifier_token1_character_set_1,750,127514,127514
swift,aux_sym_simple_identifier_token1_character_set_1,751,127535,127535
swift,aux_sym_simple_identifier_token1_character_set_1,752,127538,127546
swift,aux_sym_simple_identifier_token1_character_set_1,753,127568,127569
swift,aux_sym_simple_identifier_token1_character_set_1,754,127744,127777
swift,aux_sym_simple_identifier_token1_character_set_1,755,127780,127891
swift,aux_sym_simple_identifier_token1_character_set_1,756,127894,127895
swift,aux_sym_simple_identifier_token1_character_set_1,757,127897,127899
swift,aux_sym_simple_identifier_token1_character_set_1,758,127902,127984
swift,aux_sym_simple_identifier_token1_character_set_1,759,127987,127989
swift,aux_sym_simple_identifier_token1_character_set_1,760,127991,128253
swift,aux_sym_simple_identifier_token1_character_set_1,761,128255,128317
swift,aux_sym_simple_identifier_token1_character_set_1,762,128329,128334
swift,aux_sym_simple_identifier_token1_character_set_1,763,128336,128359
swift,aux_sym_simple_identifier_token1_character_set_1,764,128367,128368
swift,aux_sym_simple_identifier_token1_character_set_1,765,128371,128378
swift,aux_sym_simple_identifier_token1_character_set_1,766,128391,128391
swift,aux_sym_simple_identifier_token1_character_set_1,767,128394,128397
swift,aux_sym_simple_identifier_token1_character_set_1,768,128400,128400
swift,aux_sym_simple_identifier_token1_character_set_1,769,128405,128406
swift,aux_sym_simple_identifier_token1_character_set_1,770,128420,128421
swift,aux_sym_simple_identifier_token1_character_set_1,771,128424,128424
swift,aux_sym_simple_identifier_token1_character_set_1,772,128433,128434
swift,aux_sym_simple_identifier_token1_character_set_1,773,128444,128444
swift,aux_sym_simple_identifier_token1_character_set_1,774,128450,128452
swift,aux_sym_simple_identifier_token1_character_set_1,775,128465,128467
swift,aux_sym_simple_identifier_token1_character_set_1,776,128476,128478
swift,aux_sym_simple_identifier_token1_character_set_1,777,128481,128481
swift,aux_sym_simple_identifier_token1_character_set_1,778,128483,128483
swift,aux_sym_simple_identifier_token1_character_set_1,779,128488,128488
swift,aux_sym_simple_identifier_token1_character_set_1,780,128495,128495
swift,aux_sym_simple_identifier_token1_character_set_1,781,128499,128499
swift,aux_sym_simple_identifier_token1_character_set_1,782,128506,128591
swift,aux_sym_simple_identifier_token1_character_set_1,783,128640,128709
swift,aux_sym_simple_identifier_token1_character_set_1,784,128715,128722
swift,aux_sym_simple_identifier_token1_character_set_1,785,128725,128727
swift,aux_sym_simple_identifier_token1_character_set_1,786,128732,128741
swift,aux_sym_simple_identifier_token1_character_set_1,787,128745,128745
swift,aux_sym_simple_identifier_token1_character_set_1,788,128747,128748
swift,aux_sym_simple_identifier_token1_character_set_1,789,128752,128752
swift,aux_sym_simple_identifier_token1_character_set_1,790,128755,128764
swift,aux_sym_simple_identifier_token1_character_set_1,791,128992,129003
swift,aux_sym_simple_identifier_token1_character_set_1,792,129008,129008
swift,aux_sym_simple_identifier_token1_character_set_1,793,129292,129338
swift,aux_sym_simple_identifier_token1_character_set_1,794,129340,129349
swift,aux_sym_simple_identifier_token1_character_set_1,795,129351,129535
swift,aux_sym_simple_identifier_token1_character_set_1,796,129648,129660
swift,aux_sym_simple_identifier_token1_character_set_1,797,129664,129672
swift,aux_sym_simple_identifier_token1_character_set_1,798,129680,129725
swift,aux_sym_simple_identifier_token1_character_set_1,799,129727,129733
swift,aux_sym_simple_identifier_token1_character_set_1,800,129742,129755
swift,aux_sym_simple_identifier_token1_character_set_1,801,129760,129768
swift,aux_sym_simple_identifier_token1_character_set_1,802,129776,129784
swift,aux_sym_simple_identifier_token1_character_set_1,803,131072,173791
swift,aux_sym_simple_identifier_token1_character_set_1,804,173824,177977
swift,aux_sym_simple_identifier_token1_character_set_1,805,177984,178205
swift,aux_sym_simple_identifier_token1_character_set_1,806,178208,183969
swift,aux_sym_simple_identifier_token1_character_set_1,807,183984,191456
swift,aux_sym_simple_identifier_token1_character_set_1,808,191472,192093
swift,aux_sym_simple_identifier_token1_character_set_1,809,194560,195101
swift,aux_sym_simple_identifier_token1_character_set_1,810,196608,201546
swift,aux_sym_simple_identifier_token1_character_set_1,811,201552,205743
swift,aux_sym_simple_identifier_token1_character_set_2,0,35,35
swift,aux_sym_simple_identifier_token1_character_set_2,1,42,42
swift,aux_sym_simple_identifier_token1_character_set_2,2,48,57
swift,aux_sym_simple_identifier_token1_character_set_2,3,65,90
swift,aux_sym_simple_identifier_token1_character_set_2,4,95,95
swift,aux_sym_simple_identifier_token1_character_set_2,5,97,122
swift,aux_sym_simple_identifier_token1_character_set_2,6,169,170
swift,aux_sym_simple_identifier_token1_character_set_2,7,174,174
swift,aux_sym_simple_identifier_token1_character_set_2,8,181,181
swift,aux_sym_simple_identifier_token1_character_set_2,9,183,183
swift,aux_sym_simple_identifier_token1_character_set_2,10,186,186
swift,aux_sym_simple_identifier_token1_character_set_2,11,192,214
swift,aux_sym_simple_identifier_token1_character_set_2,12,216,246
swift,aux_sym_simple_identifier_token1_character_set_2,13,248,705
swift,aux_sym_simple_identifier_token1_character_set_2,14,710,721
swift,aux_sym_simple_identifier_token1_character_set_2,15,736,740
swift,aux_sym_simple_identifier_token1_character_set_2,16,748,748
swift,aux_sym_simple_identifier_token1_character_set_2,17,750,750
swift,aux_sym_simple_identifier_token1_character_set_2,18,768,884
swift,aux_sym_simple_identifier_token1_character_set_2,19,886,887
swift,aux_sym_simple_identifier_token1_character_set_2,20,891,893
swift,aux_sym_simple_identifier_token1_character_set_2,21,895,895
swift,aux_sym_simple_identifier_token1_character_set_2,22,902,906
swift,aux_sym_simple_identifier_token1_character_set_2,23,908,908
swift,aux_sym_simple_identifier_token1_character_set_2,24,910,929
swift,aux_sym_simple_identifier_token1_character_set_2,25,931,1013
swift,aux_sym_simple_identifier_token1_character_set_2,26,1015,1153
swift,aux_sym_simple_identifier_token1_character_set_2,27,1155,1159
swift,aux_sym_simple_identifier_token1_character_set_2,28,1162,1327
swift,aux_sym_simple_identifier_token1_character_set_2,29,1329,1366
swift,aux_sym_simple_identifier_token1_character_set_2,30,1369,1369
swift,aux_sym_simple_identifier_token1_character_set_2,31,1376,1416
swift,aux_sym_simple_identifier_token1_character_set_2,32,1425,1469
swift,aux_sym_simple_identifier_token1_character_set_2,33,1471,1471
swift,aux_sym_simple_identifier_token1_character_set_2,34,1473,1474
swift,aux_sym_simple_identifier_token1_character_set_2,35,1476,1477
swift,aux_sym_simple_identifier_token1_character_set_2,36,1479,1479
swift,aux_sym_simple_identifier_token1_character_set_2,37,1488,1514
swift,aux_sym_simple_identifier_token1_character_set_2,38,1519,1522
swift,aux_sym_simple_identifier_token1_character_set_2,39,1552,1562
swift,aux_sym_simple_identifier_token1_character_set_2,40,1568,1641
swift,aux_sym_simple_identifier_token1_character_set_2,41,1646,1747
swift,aux_sym_simple_identifier_token1_character_set_2,42,1749,1756
swift,aux_sym_simple_identifier_token1_character_set_2,43,1759,1768
swift,aux_sym_simple_identifier_token1_character_set_2,44,1770,1788
swift,aux_sym_simple_identifier_token1_character_set_2,45,1791,1791
swift,aux_sym_simple_identifier_token1_character_set_2,46,1808,1866
swift,aux_sym_simple_identifier_token1_character_set_2,47,1869,1969
swift,aux_sym_simple_identifier_token1_character_set_2,48,1984,2037
swift,aux_sym_simple_identifier_token1_character_set_2,49,2042,2042
swift,aux_sym_simple_identifier_token1_character_set_2,50,2045,2045
swift,aux_sym_simple_identifier_token1_character_set_2,51,2048,2093
swift,aux_sym_simple_identifier_token1_character_set_2,52,2112,2139
swift,aux_sym_simple_identifier_token1_character_set_2,53,2144,2154
swift,aux_sym_simple_identifier_token1_character_set_2,54,2160,2183
swift,aux_sym_simple_identifier_token1_character_set_2,55,2185,2190
swift,aux_sym_simple_identifier_token1_character_set_2,56,2200,2273
swift,aux_sym_simple_identifier_token1_character_set_2,57,2275,2403
swift,aux_sym_simple_identifier_token1_character_set_2,58,2406,2415
swift,aux_sym_simple_identifier_token1_character_set_2,59,2417,2435
swift,aux_sym_simple_identifier_token1_character_set_2,60,2437,2444
swift,aux_sym_simple_identifier_token1_character_set_2,61,2447,2448
swift,aux_sym_simple_identifier_token1_character_set_2,62,2451,2472
swift,aux_sym_simple_identifier_token1_character_set_2,63,2474,2480
swift,aux_sym_simple_identifier_token1_character_set_2,64,2482,2482
swift,aux_sym_simple_identifier_token1_character_set_2,65,2486,2489
swift,aux_sym_simple_identifier_token1_character_set_2,66,2492,2500
swift,aux_sym_simple_identifier_token1_character_set_2,67,2503,2504
swift,aux_sym_simple_identifier_token1_character_set_2,68,2507,2510
swift,aux_sym_simple_identifier_token1_character_set_2,69,2519,2519
swift,aux_sym_simple_identifier_token1_character_set_2,70,2524,2525
swift,aux_sym_simple_identifier_token1_character_set_2,71,2527,2531
swift,aux_sym_simple_identifier_token1_character_set_2,72,2534,2545
swift,aux_sym_simple_identifier_token1_character_set_2,73,2556,2556
swift,aux_sym_simple_identifier_token1_character_set_2,74,2558,2558
swift,aux_sym_simple_identifier_token1_character_set_2,75,2561,2563
swift,aux_sym_simple_identifier_token1_character_set_2,76,2565,2570
swift,aux_sym_simple_identifier_token1_character_set_2,77,2575,2576
swift,aux_sym_simple_identifier_token1_character_set_2,78,2579,2600
swift,aux_sym_simple_identifier_token1_character_set_2,79,2602,2608
swift,aux_sym_simple_identifier_token1_character_set_2,80,2610,2611
swift,aux_sym_simple_identifier_token1_character_set_2,81,2613,2614
swift,aux_sym_simple_identifier_token1_character_set_2,82,2616,2617
swift,aux_sym_simple_identifier_token1_character_set_2,83,2620,2620
swift,aux_sym_simple_identifier_token1_character_set_2,84,2622,2626
swift,aux_sym_simple_identifier_token1_character_set_2,85,2631,2632
swift,aux_sym_simple_identifier_token1_character_set_2,86,2635,2637
swift,aux_sym_simple_identifier_token1_character_set_2,87,2641,2641
swift,aux_sym_simple_identifier_token1_character_set_2,88,2649,2652
swift,aux_sym_simple_identifier_token1_character_set_2,89,2654,2654
swift,aux_sym_simple_identifier_token1_character_set_2,90,2662,2677
swift,aux_sym_simple_identifier_token1_character_set_2,91,2689,2691
swift,aux_sym_simple_identifier_token1_character_set_2,92,2693,2701
swift,aux_sym_simple_identifier_token1_character_set_2,93,2703,2705
swift,aux_sym_simple_identifier_token1_character_set_2,94,2707,2728
swift,aux_sym_simple_identifier_token1_character_set_2,95,2730,2736
swift,aux_sym_simple_identifier_token1_character_set_2,96,2738,2739
swift,aux_sym_simple_identifier_token1_character_set_2,97,2741,2745
swift,aux_sym_simple_identifier_token1_character_set_2,98,2748,2757
swift,aux_sym_simple_identifier_token1_character_set_2,99,2759,2761
swift,aux_sym_simple_identifier_token1_character_set_2,100,2763,2765
swift,aux_sym_simple_identifier_token1_character_set_2,101,2768,2768
swift,aux_sym_simple_identifier_token1_character_set_2,102,2784,2787
swift,aux_sym_simple_identifier_token1_character_set_2,103,2790,2799
swift,aux_sym_simple_identifier_token1_character_set_2,104,2809,2815
swift,aux_sym_simple_identifier_token1_character_set_2,105,2817,2819
swift,aux_sym_simple_identifier_token1_character_set_2,106,2821,2828
swift,aux_sym_simple_identifier_token1_character_set_2,107,2831,2832
swift,aux_sym_simple_identifier_token1_character_set_2,108,2835,2856
swift,aux_sym_simple_identifier_token1_character_set_2,109,2858,2864
swift,aux_sym_simple_identifier_token1_character_set_2,110,2866,2867
swift,aux_sym_simple_identifier_token1_character_set_2,111,2869,2873
swift,aux_sym_simple_identifier_token1_character_set_2,112,2876,2884
swift,aux_sym_simple_identifier_token1_character_set_2,113,2887,2888
swift,aux_sym_simple_identifier_token1_character_set_2,114,2891,2893
swift,aux_sym_simple_identifier_token1_character_set_2,115,2901,2903
swift,aux_sym_simple_identifier_token1_character_set_2,116,2908,2909
swift,aux_sym_simple_identifier_token1_character_set_2,117,2911,2915
swift,aux_sym_simple_identifier_token1_character_set_2,118,2918,2927
swift,aux_sym_simple_identifier_token1_character_set_2,119,2929,2929
swift,aux_sym_simple_identifier_token1_character_set_2,120,2946,2947
swift,aux_sym_simple_identifier_token1_character_set_2,121,2949,2954
swift,aux_sym_simple_identifier_token1_character_set_2,122,2958,2960
swift,aux_sym_simple_identifier_token1_character_set_2,123,2962,2965
swift,aux_sym_simple_identifier_token1_character_set_2,124,2969,2970
swift,aux_sym_simple_identifier_token1_character_set_2,125,2972,2972
swift,aux_sym_simple_identifier_token1_character_set_2,126,2974,2975
swift,aux_sym_simple_identifier_token1_character_set_2,127,2979,2980
swift,aux_sym_simple_identifier_token1_character_set_2,128,2984,2986
swift,aux_sym_simple_identifier_token1_character_set_2,129,2990,3001
swift,aux_sym_simple_identifier_token1_character_set_2,130,3006,3010
swift,aux_sym_simple_identifier_token1_character_set_2,131,3014,3016
swift,aux_sym_simple_identifier_token1_character_set_2,132,3018,3021
swift,aux_sym_simple_identifier_token1_character_set_2,133,3024,3024
swift,aux_sym_simple_identifier_token1_character_set_2,134,3031,3031
swift,aux_sym_simple_identifier_token1_character_set_2,135,3046,3055
swift,aux_sym_simple_identifier_token1_character_set_2,136,3072,3084
swift,aux_sym_simple_identifier_token1_character_set_2,137,3086,3088
swift,aux_sym_simple_identifier_token1_character_set_2,138,3090,3112
swift,aux_sym_simple_identifier_token1_character_set_2,139,3114,3129
swift,aux_sym_simple_identifier_token1_character_set_2,140,3132,3140
swift,aux_sym_simple_identifier_token1_character_set_2,141,3142,3144
swift,aux_sym_simple_identifier_token1_character_set_2,142,3146,3149
swift,aux_sym_simple_identifier_token1_character_set_2,143,3157,3158
swift,aux_sym_simple_identifier_token1_character_set_2,144,3160,3162
swift,aux_sym_simple_identifier_token1_character_set_2,145,3165,3165
swift,aux_sym_simple_identifier_token1_character_set_2,146,3168,3171
swift,aux_sym_simple_identifier_token1_character_set_2,147,3174,3183
swift,aux_sym_simple_identifier_token1_character_set_2,148,3200,3203
swift,aux_sym_simple_identifier_token1_character_set_2,149,3205,3212
swift,aux_sym_simple_identifier_token1_character_set_2,150,3214,3216
swift,aux_sym_simple_identifier_token1_character_set_2,151,3218,3240
swift,aux_sym_simple_identifier_token1_character_set_2,152,3242,3251
swift,aux_sym_simple_identifier_token1_character_set_2,153,3253,3257
swift,aux_sym_simple_identifier_token1_character_set_2,154,3260,3268
swift,aux_sym_simple_identifier_token1_character_set_2,155,3270,3272
swift,aux_sym_simple_identifier_token1_character_set_2,156,3274,3277
swift,aux_sym_simple_identifier_token1_character_set_2,157,3285,3286
swift,aux_sym_simple_identifier_token1_character_set_2,158,3293,3294
swift,aux_sym_simple_identifier_token1_character_set_2,159,3296,3299
swift,aux_sym_simple_identifier_token1_character_set_2,160,3302,3311
swift,aux_sym_simple_identifier_token1_character_set_2,161,3313,3315
swift,aux_sym_simple_identifier_token1_character_set_2,162,3328,3340
swift,aux_sym_simple_identifier_token1_character_set_2,163,3342,3344
swift,aux_sym_simple_identifier_token1_character_set_2,164,3346,3396
swift,aux_sym_simple_identifier_token1_character_set_2,165,3398,3400
swift,aux_sym_simple_identifier_token1_character_set_2,166,3402,3406
swift,aux_sym_simple_identifier_token1_character_set_2,167,3412,3415
swift,aux_sym_simple_identifier_token1_character_set_2,168,3423,3427
swift,aux_sym_simple_identifier_token1_character_set_2,169,3430,3439
swift,aux_sym_simple_identifier_token1_character_set_2,170,3450,3455
swift,aux_sym_simple_identifier_token1_character_set_2,171,3457,3459
swift,aux_sym_simple_identifier_token1_character_set_2,172,3461,3478
