language,construct_id,construct,required,required_state,ts_required,semantic_required,ts_match_count,ts_evidence_names,requirement_class,requirement_vector_13,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,current_frontend_capability,missing,ROLE_MODULE_SCOPE,ROLE_IMPORT,ROLE_DECLARATION,ROLE_BINDING,ROLE_ASSIGNMENT,ROLE_FUNCTION,ROLE_PARAMETER,ROLE_CALL_DISPATCH,ROLE_MEMBER_ACCESS,ROLE_INDEX_SLICE,ROLE_LITERAL,ROLE_CONTAINER_AGGREGATE,ROLE_ITERATION,ROLE_CONTROL_BRANCH,ROLE_CONTROL_TRANSFER,ROLE_CLOSURE_CAPTURE,ROLE_COMPREHENSION,ROLE_PATTERN,ROLE_EXCEPTION,ROLE_ASYNC_CONCURRENCY,ROLE_TYPE_DECL,ROLE_TYPE_EXPR,ROLE_GENERIC,ROLE_MEMORY_REFERENCE,ROLE_CONVERSION_ASSERT,ROLE_ANNOTATION_MODIFIER,ROLE_MACRO_COMPILETIME,ROLE_FFI_ABI,ROLE_SYNCHRONIZATION,ROLE_OPERATOR,ROLE_LABEL_GOTO,ROLE_OWNERSHIP_LIFETIME
cpp,C047,MapDictionaryType,1,SEM,0,1,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c,C047,MapDictionaryType,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python,C047,MapDictionaryType,1,SEM,0,1,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zig,C047,MapDictionaryType,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julia,C047,MapDictionaryType,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nim,C047,MapDictionaryType,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csharp,C047,MapDictionaryType,1,SEM,0,1,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java,C047,MapDictionaryType,1,SEM,0,1,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin,C047,MapDictionaryType,1,SEM,0,1,0,,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift,C047,MapDictionaryType,1,TS,1,?,1,dictionary_type,RQ_cc978ab64821,1111?1???1111,IMPL_ec128b12a283,00000000000100000000010000000000,MapType,UASF_0205;UASF_0214,conversion.semantics;data.flow;effect.graph;types.origin;types.structure,conversion.converts;data.def_use;data.operand;data.result;effect.has;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;effects;extensions;id;kind;operands;results;semantic_facets;source_span;type_origin;type_ref;type_shape,data.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r,C048,OptionalNullable,1,SEM,0,1,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
go,C048,OptionalNullable,1,SEM,0,1,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rust,C048,OptionalNullable,1,SEM,0,1,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cpp,C048,OptionalNullable,1,BOTH,1,1,1,optional_type_parameter_declaration,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c,C048,OptionalNullable,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
python,C048,OptionalNullable,1,SEM,0,1,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zig,C048,OptionalNullable,1,TS,1,?,1,nullable_type,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julia,C048,OptionalNullable,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nim,C048,OptionalNullable,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
csharp,C048,OptionalNullable,1,BOTH,1,1,1,nullable_type,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java,C048,OptionalNullable,1,SEM,0,1,0,,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kotlin,C048,OptionalNullable,1,BOTH,1,1,4,not_nullable_type;nullable_type;parameter_with_optional_type;parameters_with_optional_type,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
swift,C048,OptionalNullable,1,TS,1,?,1,optional_type,RQ_bf0f79f64380,1111?11??1111,IMPL_82d8e54a15de,00000000000100000000010000000000,OptionalType,UASF_0208,conversion.semantics;types.origin;types.structure,conversion.converts;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;conversion;extensions;id;kind;semantic_facets;source_span;type_origin;type_ref;type_shape,type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r,C049,CastConversion,1,SEM,0,1,0,,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
go,C049,CastConversion,1,BOTH,1,1,1,type_conversion_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
rust,C049,CastConversion,1,BOTH,1,1,1,type_cast_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
cpp,C049,CastConversion,1,BOTH,1,1,1,cast_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
c,C049,CastConversion,1,TS,1,?,1,cast_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
python,C049,CastConversion,1,SEM,0,1,0,,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
zig,C049,CastConversion,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
julia,C049,CastConversion,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
nim,C049,CastConversion,?,PROJECT_SEM_LOOKUP,0,?,0,,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
csharp,C049,CastConversion,1,BOTH,1,1,2,as_expression;cast_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
java,C049,CastConversion,1,BOTH,1,1,1,cast_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
kotlin,C049,CastConversion,1,BOTH,1,1,1,as_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
swift,C049,CastConversion,1,TS,1,?,2,_type_casting_pattern;as_expression,RQ_d6c72cd1305f,111111???1111,IMPL_a9e0295f8a1c,00000000000000000000010010000100,ConvertExpr,UASF_0226,data.flow;evaluation.order;nodes.expression;operations,data.def_use;data.operand;data.result;evaluation.before;operation.kind;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;type_ref;value,data.flow;evaluation;structure.expression,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
r,C050,TypeAssertTest,0,ABSENT,0,0,0,,RQ_d290822dcb24,0100?0???111?,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
go,C050,TypeAssertTest,1,BOTH,1,1,1,type_assertion_expression,RQ_d290822dcb24,0100?0???111?,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
rust,C050,TypeAssertTest,0,ABSENT,0,0,0,,RQ_d290822dcb24,0100?0???111?,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
cpp,C050,TypeAssertTest,0,ABSENT,0,0,0,,RQ_d290822dcb24,0100?0???111?,IMPL_4efc4b747e5c,00000000000000000000010010000100,TypeAssertExpr;TypeSwitchStmt,UASF_0064;UASF_0177,binding.graph;control.flow;effect.graph;types.structure,binding.declares;binding.refers;binding.shadows;control.false;control.loop_back;control.next;control.true;effect.has;name.resolves;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;effects;extensions;id;kind;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;control.flow;effect;type.value,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
